Bacterium,Pathway,Value
Clostridium pasteurianum BC1,map00363,0.37
Clostridium pasteurianum BC1,map00380,2.81
Clostridium pasteurianum BC1,map00400,3.46
Clostridium pasteurianum BC1,map00401,0.58
Clostridium pasteurianum BC1,map00405,0.46
Clostridium pasteurianum BC1,map00410,4.8
Clostridium pasteurianum BC1,map00430,2.66
Clostridium pasteurianum BC1,map00440,4.67
Clostridium pasteurianum BC1,map00450,4.0
Clostridium pasteurianum BC1,map00460,0.39
Clostridium pasteurianum BC1,map00480,0.61
Clostridium pasteurianum BC1,map00500,15.13
Clostridium pasteurianum BC1,map00520,8.44
Clostridium pasteurianum BC1,map00521,1.27
Clostridium pasteurianum BC1,map00523,1.16
Clostridium pasteurianum BC1,map00524,0.06
Clostridium pasteurianum BC1,map00525,0.44
Clostridium pasteurianum BC1,map00540,1.85
Clostridium pasteurianum BC1,map00541,5.59
Clostridium pasteurianum BC1,map00550,0.53
Clostridium pasteurianum BC1,map00561,4.59
Clostridium pasteurianum BC1,map00562,0.53
Clostridium pasteurianum BC1,map00564,2.46
Clostridium pasteurianum BC1,map00565,0.51
Clostridium pasteurianum BC1,map00572,0.3
Clostridium pasteurianum BC1,map00592,0.41
Clostridium pasteurianum BC1,map00600,0.58
Clostridium pasteurianum BC1,map00603,0.58
Clostridium pasteurianum BC1,map00620,6.85
Clostridium pasteurianum BC1,map00621,1.86
Clostridium pasteurianum BC1,map00622,1.86
Clostridium pasteurianum BC1,map00625,1.25
Clostridium pasteurianum BC1,map00626,0.15
Clostridium pasteurianum BC1,map00627,1.34
Clostridium pasteurianum BC1,map00630,6.18
Clostridium pasteurianum BC1,map00633,1.03
Clostridium pasteurianum BC1,map00640,2.56
Clostridium pasteurianum BC1,map00650,9.08
Clostridium pasteurianum BC1,map00660,0.97
Clostridium pasteurianum BC1,map00670,1.76
Clostridium pasteurianum BC1,map00730,2.32
Clostridium pasteurianum BC1,map00740,1.06
Clostridium pasteurianum BC1,map00750,0.53
Clostridium pasteurianum BC1,map00760,1.46
Clostridium pasteurianum BC1,map00770,4.72
Clostridium pasteurianum BC1,map00780,4.29
Clostridium pasteurianum BC1,map00790,8.82
Clostridium pasteurianum BC1,map00791,0.92
Clostridium pasteurianum BC1,map00830,0.15
Clostridium pasteurianum BC1,map00860,11.53
Clostridium pasteurianum BC1,map00900,0.81
Clostridium pasteurianum BC1,map00903,0.68
Clostridium pasteurianum BC1,map00908,0.01
Clostridium pasteurianum BC1,map00930,0.25
Clostridium pasteurianum BC1,map00950,0.1
Clostridium pasteurianum BC1,map00960,0.29
Clostridium pasteurianum BC1,map00966,0.05
Clostridium pasteurianum BC1,map00980,0.15
Clostridium pasteurianum BC1,map00981,0.43
Clostridium pasteurianum BC1,map00982,0.15
Clostridium pasteurianum BC1,map00983,2.47
Clostridium pasteurianum BC1,map01040,0.37
Clostridium pasteurianum BC1,map01051,0.01
Clostridium pasteurianum BC1,map01053,1.9
Clostridium pasteurianum BC1,map01055,0.23
Clostridium pasteurianum DSM 525 = ATCC 6013,map00010,4.68
Clostridium pasteurianum DSM 525 = ATCC 6013,map00020,3.23
Clostridium pasteurianum DSM 525 = ATCC 6013,map00030,3.23
Clostridium pasteurianum DSM 525 = ATCC 6013,map00040,6.19
Clostridium pasteurianum DSM 525 = ATCC 6013,map00051,9.05
Clostridium pasteurianum DSM 525 = ATCC 6013,map00052,5.81
Clostridium pasteurianum DSM 525 = ATCC 6013,map00053,3.66
Clostridium pasteurianum DSM 525 = ATCC 6013,map00061,0.39
Clostridium pasteurianum DSM 525 = ATCC 6013,map00062,0.62
Clostridium pasteurianum DSM 525 = ATCC 6013,map00071,1.35
Clostridium pasteurianum DSM 525 = ATCC 6013,map00130,9.94
Clostridium pasteurianum DSM 525 = ATCC 6013,map00220,2.86
Clostridium pasteurianum DSM 525 = ATCC 6013,map00230,7.72
Clostridium pasteurianum DSM 525 = ATCC 6013,map00240,6.04
Clostridium pasteurianum DSM 525 = ATCC 6013,map00250,3.54
Clostridium pasteurianum DSM 525 = ATCC 6013,map00254,0.13
Clostridium pasteurianum DSM 525 = ATCC 6013,map00260,7.18
Clostridium pasteurianum DSM 525 = ATCC 6013,map00261,0.72
Clostridium pasteurianum DSM 525 = ATCC 6013,map00270,6.44
Clostridium pasteurianum DSM 525 = ATCC 6013,map00280,3.22
Clostridium pasteurianum DSM 525 = ATCC 6013,map00281,0.25
Clostridium pasteurianum DSM 525 = ATCC 6013,map00290,2.41
Clostridium pasteurianum DSM 525 = ATCC 6013,map00300,2.8
Clostridium pasteurianum DSM 525 = ATCC 6013,map00310,7.25
Clostridium pasteurianum DSM 525 = ATCC 6013,map00311,0.46
Clostridium pasteurianum DSM 525 = ATCC 6013,map00330,2.51
Clostridium pasteurianum DSM 525 = ATCC 6013,map00332,0.38
Clostridium pasteurianum DSM 525 = ATCC 6013,map00340,2.32
Clostridium pasteurianum DSM 525 = ATCC 6013,map00350,0.44
Clostridium pasteurianum DSM 525 = ATCC 6013,map00360,2.23
Clostridium pasteurianum DSM 525 = ATCC 6013,map00361,0.49
Clostridium pasteurianum DSM 525 = ATCC 6013,map00362,2.3
Clostridium pasteurianum DSM 525 = ATCC 6013,map00363,0.37
Clostridium pasteurianum DSM 525 = ATCC 6013,map00380,2.46
Clostridium pasteurianum DSM 525 = ATCC 6013,map00400,3.46
Clostridium pasteurianum DSM 525 = ATCC 6013,map00401,0.58
Clostridium pasteurianum DSM 525 = ATCC 6013,map00405,0.46
Clostridium pasteurianum DSM 525 = ATCC 6013,map00410,4.68
Clostridium pasteurianum DSM 525 = ATCC 6013,map00430,0.86
Clostridium pasteurianum DSM 525 = ATCC 6013,map00440,0.78
Clostridium pasteurianum DSM 525 = ATCC 6013,map00450,4.0
Clostridium pasteurianum DSM 525 = ATCC 6013,map00460,0.39
Clostridium pasteurianum DSM 525 = ATCC 6013,map00480,1.38
Clostridium pasteurianum DSM 525 = ATCC 6013,map00500,12.8
Clostridium pasteurianum DSM 525 = ATCC 6013,map00511,0.77
Clostridium pasteurianum DSM 525 = ATCC 6013,map00520,7.44
Clostridium pasteurianum DSM 525 = ATCC 6013,map00521,2.05
Clostridium pasteurianum DSM 525 = ATCC 6013,map00523,1.16
Clostridium pasteurianum DSM 525 = ATCC 6013,map00524,0.06
Clostridium pasteurianum DSM 525 = ATCC 6013,map00525,0.44
Clostridium pasteurianum DSM 525 = ATCC 6013,map00540,1.85
Clostridium pasteurianum DSM 525 = ATCC 6013,map00541,5.59
Clostridium pasteurianum DSM 525 = ATCC 6013,map00550,0.53
Clostridium pasteurianum DSM 525 = ATCC 6013,map00561,5.34
Clostridium pasteurianum DSM 525 = ATCC 6013,map00562,5.2
Clostridium pasteurianum DSM 525 = ATCC 6013,map00564,3.86
Clostridium pasteurianum DSM 525 = ATCC 6013,map00565,0.51
Clostridium pasteurianum DSM 525 = ATCC 6013,map00572,0.3
Clostridium pasteurianum DSM 525 = ATCC 6013,map00592,0.41
Clostridium pasteurianum DSM 525 = ATCC 6013,map00600,0.58
Clostridium pasteurianum DSM 525 = ATCC 6013,map00603,0.58
Clostridium pasteurianum DSM 525 = ATCC 6013,map00620,8.23
Clostridium pasteurianum DSM 525 = ATCC 6013,map00621,1.01
Clostridium pasteurianum DSM 525 = ATCC 6013,map00622,1.01
Clostridium pasteurianum DSM 525 = ATCC 6013,map00625,1.75
Clostridium pasteurianum DSM 525 = ATCC 6013,map00626,0.15
Clostridium pasteurianum DSM 525 = ATCC 6013,map00627,1.34
Clostridium pasteurianum DSM 525 = ATCC 6013,map00630,5.04
Clostridium pasteurianum DSM 525 = ATCC 6013,map00633,1.03
Clostridium pasteurianum DSM 525 = ATCC 6013,map00640,5.28
Clostridium pasteurianum DSM 525 = ATCC 6013,map00643,0.63
Clostridium pasteurianum DSM 525 = ATCC 6013,map00650,8.65
Clostridium pasteurianum DSM 525 = ATCC 6013,map00660,0.97
Clostridium pasteurianum DSM 525 = ATCC 6013,map00670,1.14
Clostridium pasteurianum DSM 525 = ATCC 6013,map00730,3.2
Clostridium pasteurianum DSM 525 = ATCC 6013,map00740,1.95
Clostridium pasteurianum DSM 525 = ATCC 6013,map00750,0.53
Clostridium pasteurianum DSM 525 = ATCC 6013,map00760,5.46
Clostridium pasteurianum DSM 525 = ATCC 6013,map00770,4.72
Clostridium pasteurianum DSM 525 = ATCC 6013,map00780,1.41
Clostridium pasteurianum DSM 525 = ATCC 6013,map00785,1.77
Clostridium pasteurianum DSM 525 = ATCC 6013,map00790,8.33
Clostridium pasteurianum DSM 525 = ATCC 6013,map00830,0.15
Clostridium pasteurianum DSM 525 = ATCC 6013,map00860,10.68
Clostridium pasteurianum DSM 525 = ATCC 6013,map00900,1.65
Clostridium pasteurianum DSM 525 = ATCC 6013,map00903,0.68
Clostridium pasteurianum DSM 525 = ATCC 6013,map00908,0.01
Clostridium pasteurianum DSM 525 = ATCC 6013,map00930,0.25
Clostridium pasteurianum DSM 525 = ATCC 6013,map00950,0.1
Clostridium pasteurianum DSM 525 = ATCC 6013,map00960,0.29
Clostridium pasteurianum DSM 525 = ATCC 6013,map00966,0.05
Clostridium pasteurianum DSM 525 = ATCC 6013,map00980,0.15
Clostridium pasteurianum DSM 525 = ATCC 6013,map00981,0.43
Clostridium pasteurianum DSM 525 = ATCC 6013,map00982,0.15
Clostridium pasteurianum DSM 525 = ATCC 6013,map00983,2.47
Clostridium pasteurianum DSM 525 = ATCC 6013,map01040,0.37
Clostridium pasteurianum DSM 525 = ATCC 6013,map01051,0.01
Clostridium pasteurianum DSM 525 = ATCC 6013,map01053,1.9
Clostridium pasteurianum DSM 525 = ATCC 6013,map01055,0.23
Clostridium perfringens 13,map00010,3.25
Clostridium perfringens 13,map00020,0.03
Clostridium perfringens 13,map00030,3.06
Clostridium perfringens 13,map00040,5.48
Clostridium perfringens 13,map00051,5.53
Clostridium perfringens 13,map00052,6.23
Clostridium perfringens 13,map00053,2.52
Clostridium perfringens 13,map00061,0.39
Clostridium perfringens 13,map00062,0.62
Clostridium perfringens 13,map00071,1.35
Clostridium perfringens 13,map00120,0.91
Clostridium perfringens 13,map00121,0.91
Clostridium perfringens 13,map00140,0.96
Clostridium perfringens 13,map00220,2.43
Clostridium perfringens 13,map00230,6.67
Clostridium perfringens 13,map00240,5.85
Clostridium perfringens 13,map00250,3.91
Clostridium perfringens 13,map00254,0.13
Clostridium perfringens 13,map00260,1.06
Clostridium perfringens 13,map00261,0.87
Clostridium perfringens 13,map00270,2.95
Clostridium perfringens 13,map00280,1.96
Clostridium perfringens 13,map00281,0.25
Clostridium perfringens 13,map00290,0.23
Clostridium perfringens 13,map00300,1.22
Clostridium perfringens 13,map00310,0.92
Clostridium perfringens 13,map00311,1.35
Clostridium perfringens 13,map00330,3.84
Clostridium perfringens 13,map00332,0.38
Clostridium perfringens 13,map00340,1.42
Clostridium perfringens 13,map00350,0.25
Clostridium perfringens 13,map00360,1.48
Clostridium perfringens 13,map00361,0.49
Clostridium perfringens 13,map00362,0.82
Clostridium perfringens 13,map00363,0.37
Clostridium perfringens 13,map00380,0.92
Clostridium perfringens 13,map00400,0.58
Clostridium perfringens 13,map00401,0.1
Clostridium perfringens 13,map00410,1.76
Clostridium perfringens 13,map00430,0.86
Clostridium perfringens 13,map00450,1.37
Clostridium perfringens 13,map00460,0.8
Clostridium perfringens 13,map00480,2.63
Clostridium perfringens 13,map00500,8.22
Clostridium perfringens 13,map00511,3.71
Clostridium perfringens 13,map00513,0.58
Clostridium perfringens 13,map00520,7.73
Clostridium perfringens 13,map00521,2.05
Clostridium perfringens 13,map00523,1.16
Clostridium perfringens 13,map00524,0.06
Clostridium perfringens 13,map00525,0.44
Clostridium perfringens 13,map00531,3.01
Clostridium perfringens 13,map00541,2.8
Clostridium perfringens 13,map00550,1.76
Clostridium perfringens 13,map00561,5.51
Clostridium perfringens 13,map00562,5.2
Clostridium perfringens 13,map00564,3.43
Clostridium perfringens 13,map00565,0.51
Clostridium perfringens 13,map00590,0.65
Clostridium perfringens 13,map00592,0.41
Clostridium perfringens 13,map00600,3.01
Clostridium perfringens 13,map00603,1.16
Clostridium perfringens 13,map00604,1.11
Clostridium perfringens 13,map00620,4.9
Clostridium perfringens 13,map00621,0.16
Clostridium perfringens 13,map00622,0.16
Clostridium perfringens 13,map00625,1.08
Clostridium perfringens 13,map00626,0.15
Clostridium perfringens 13,map00627,0.78
Clostridium perfringens 13,map00630,1.22
Clostridium perfringens 13,map00633,0.03
Clostridium perfringens 13,map00640,3.32
Clostridium perfringens 13,map00643,0.63
Clostridium perfringens 13,map00650,4.38
Clostridium perfringens 13,map00670,1.05
Clostridium perfringens 13,map00730,2.81
Clostridium perfringens 13,map00740,1.06
Clostridium perfringens 13,map00750,0.3
Clostridium perfringens 13,map00760,2.1
Clostridium perfringens 13,map00770,1.23
Clostridium perfringens 13,map00780,0.68
Clostridium perfringens 13,map00790,5.51
Clostridium perfringens 13,map00830,0.15
Clostridium perfringens 13,map00860,8.41
Clostridium perfringens 13,map00900,1.34
Clostridium perfringens 13,map00903,0.68
Clostridium perfringens 13,map00908,0.01
Clostridium perfringens 13,map00930,0.25
Clostridium perfringens 13,map00944,0.96
Clostridium perfringens 13,map00950,0.1
Clostridium perfringens 13,map00960,0.1
Clostridium perfringens 13,map00966,0.05
Clostridium perfringens 13,map00980,0.15
Clostridium perfringens 13,map00981,0.43
Clostridium perfringens 13,map00982,0.15
Clostridium perfringens 13,map00983,3.11
Clostridium perfringens 13,map01040,0.37
Clostridium perfringens 13,map01051,0.01
Clostridium perfringens 13,map01055,1.0
Clostridium perfringens ATCC 13124,map00010,3.25
Clostridium perfringens ATCC 13124,map00020,0.03
Clostridium perfringens ATCC 13124,map00030,3.71
Clostridium perfringens ATCC 13124,map00040,5.54
Clostridium perfringens ATCC 13124,map00051,5.97
Clostridium perfringens ATCC 13124,map00052,4.56
Clostridium perfringens ATCC 13124,map00053,2.08
Clostridium perfringens ATCC 13124,map00061,0.39
Clostridium perfringens ATCC 13124,map00062,0.62
Clostridium perfringens ATCC 13124,map00071,1.35
Clostridium perfringens ATCC 13124,map00120,0.91
Clostridium perfringens ATCC 13124,map00121,1.9
Clostridium perfringens ATCC 13124,map00140,0.96
Clostridium perfringens ATCC 13124,map00220,2.43
Clostridium perfringens ATCC 13124,map00230,6.67
Clostridium perfringens ATCC 13124,map00240,5.85
Clostridium perfringens ATCC 13124,map00250,3.91
Clostridium perfringens ATCC 13124,map00254,0.13
Clostridium perfringens ATCC 13124,map00260,1.06
Clostridium perfringens ATCC 13124,map00261,0.87
Clostridium perfringens ATCC 13124,map00270,4.05
Clostridium perfringens ATCC 13124,map00280,1.96
Clostridium perfringens ATCC 13124,map00281,0.25
Clostridium perfringens ATCC 13124,map00290,0.23
Clostridium perfringens ATCC 13124,map00300,1.22
Clostridium perfringens ATCC 13124,map00310,0.92
Clostridium perfringens ATCC 13124,map00311,1.35
Clostridium perfringens ATCC 13124,map00330,4.25
Clostridium perfringens ATCC 13124,map00332,0.38
Clostridium perfringens ATCC 13124,map00340,1.42
Clostridium perfringens ATCC 13124,map00350,0.25
Clostridium perfringens ATCC 13124,map00360,2.1
Clostridium perfringens ATCC 13124,map00361,0.49
Clostridium perfringens ATCC 13124,map00362,0.82
Clostridium perfringens ATCC 13124,map00363,0.37
Clostridium perfringens ATCC 13124,map00380,0.92
Clostridium perfringens ATCC 13124,map00400,0.58
Clostridium perfringens ATCC 13124,map00401,0.1
Clostridium perfringens ATCC 13124,map00410,1.76
Clostridium perfringens ATCC 13124,map00430,0.86
Clostridium perfringens ATCC 13124,map00440,0.96
Clostridium perfringens ATCC 13124,map00450,1.46
Clostridium perfringens ATCC 13124,map00460,0.8
Clostridium perfringens ATCC 13124,map00480,2.63
Clostridium perfringens ATCC 13124,map00500,8.0
Clostridium perfringens ATCC 13124,map00511,3.71
Clostridium perfringens ATCC 13124,map00513,0.58
Clostridium perfringens ATCC 13124,map00520,6.81
Clostridium perfringens ATCC 13124,map00521,2.05
Clostridium perfringens ATCC 13124,map00523,1.16
Clostridium perfringens ATCC 13124,map00524,0.06
Clostridium perfringens ATCC 13124,map00525,0.44
Clostridium perfringens ATCC 13124,map00531,2.05
Clostridium perfringens ATCC 13124,map00541,2.16
Clostridium perfringens ATCC 13124,map00550,1.76
Clostridium perfringens ATCC 13124,map00561,5.51
Clostridium perfringens ATCC 13124,map00562,5.2
Clostridium perfringens ATCC 13124,map00564,2.53
Clostridium perfringens ATCC 13124,map00565,0.51
Clostridium perfringens ATCC 13124,map00590,0.65
Clostridium perfringens ATCC 13124,map00592,0.41
Clostridium perfringens ATCC 13124,map00600,3.01
Clostridium perfringens ATCC 13124,map00603,1.16
Clostridium perfringens ATCC 13124,map00604,1.11
Clostridium perfringens ATCC 13124,map00620,4.75
Clostridium perfringens ATCC 13124,map00621,0.16
Clostridium perfringens ATCC 13124,map00622,0.16
Clostridium perfringens ATCC 13124,map00625,1.08
Clostridium perfringens ATCC 13124,map00626,0.15
Clostridium perfringens ATCC 13124,map00627,0.78
Clostridium perfringens ATCC 13124,map00630,1.99
Clostridium perfringens ATCC 13124,map00633,0.03
Clostridium perfringens ATCC 13124,map00640,4.09
Clostridium perfringens ATCC 13124,map00643,0.63
Clostridium perfringens ATCC 13124,map00650,4.38
Clostridium perfringens ATCC 13124,map00670,1.14
Clostridium perfringens ATCC 13124,map00730,2.81
Clostridium perfringens ATCC 13124,map00740,1.06
Clostridium perfringens ATCC 13124,map00750,0.3
Clostridium perfringens ATCC 13124,map00760,2.1
Clostridium perfringens ATCC 13124,map00770,1.23
Clostridium perfringens ATCC 13124,map00780,0.68
Clostridium perfringens ATCC 13124,map00790,5.51
Clostridium perfringens ATCC 13124,map00830,0.15
Clostridium perfringens ATCC 13124,map00860,7.44
Clostridium perfringens ATCC 13124,map00900,1.34
Clostridium perfringens ATCC 13124,map00903,0.68
Clostridium perfringens ATCC 13124,map00908,0.01
Clostridium perfringens ATCC 13124,map00930,0.25
Clostridium perfringens ATCC 13124,map00950,0.1
Clostridium perfringens ATCC 13124,map00960,0.1
Clostridium perfringens ATCC 13124,map00966,0.05
Clostridium perfringens ATCC 13124,map00980,0.15
Clostridium perfringens ATCC 13124,map00981,0.43
Clostridium perfringens ATCC 13124,map00982,0.15
Clostridium perfringens ATCC 13124,map00983,2.15
Clostridium perfringens ATCC 13124,map01040,0.37
Clostridium perfringens ATCC 13124,map01051,0.01
Clostridium perfringens ATCC 13124,map01055,1.0
Clostridium perfringens SM101,map00010,3.25
Clostridium perfringens SM101,map00020,0.03
Clostridium perfringens SM101,map00030,3.71
Clostridium perfringens SM101,map00040,1.67
Clostridium perfringens SM101,map00051,2.47
Clostridium perfringens SM101,map00052,4.56
Clostridium perfringens SM101,map00053,0.92
Clostridium perfringens SM101,map00061,0.39
Clostridium perfringens SM101,map00062,0.62
Clostridium perfringens SM101,map00071,1.35
Clostridium perfringens SM101,map00121,0.99
Clostridium perfringens SM101,map00220,2.35
Clostridium perfringens SM101,map00230,6.3
Clostridium perfringens SM101,map00240,5.85
Clostridium perfringens SM101,map00250,3.84
Clostridium perfringens SM101,map00254,0.13
Clostridium perfringens SM101,map00260,1.06
Clostridium perfringens SM101,map00261,0.87
Clostridium perfringens SM101,map00270,3.04
Clostridium perfringens SM101,map00280,1.25
Clostridium perfringens SM101,map00281,0.25
Clostridium perfringens SM101,map00290,0.23
Clostridium perfringens SM101,map00300,1.22
Clostridium perfringens SM101,map00310,0.92
Clostridium perfringens SM101,map00311,0.46
Clostridium perfringens SM101,map00330,3.84
Clostridium perfringens SM101,map00332,0.38
Clostridium perfringens SM101,map00340,1.42
Clostridium perfringens SM101,map00350,0.25
Clostridium perfringens SM101,map00360,1.48
Clostridium perfringens SM101,map00361,0.49
Clostridium perfringens SM101,map00362,0.82
Clostridium perfringens SM101,map00363,0.37
Clostridium perfringens SM101,map00380,0.92
Clostridium perfringens SM101,map00400,0.58
Clostridium perfringens SM101,map00401,0.1
